UniqueID,Org,AucID,AucZac,AucKon,AucNazov1,AucVal,Porovnávacia cena,VitaznaPonuka,PocetPozvanok,PocetAktivnychUcast,Vitaz,AucTypUpresnenie,Kateg,Subkateg,PocetItems,PocetZmienPonuk,PocetPredlzeni,Stat,MinKrokZnizPercenta,HistoryDealsInCategory,HistoryDealsWithVitaz,MoneySpentSoFarInCategory,MoneySpentSoFarWithVitaz
106-89-6555,89,6555,2019-08-05 12:00:00,2019-08-09 12:00:00,Lesná cesta Výp,Celková nabídka účastníka,0.0,9450.0,5,3.0,7874,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,2,2,21930.0,21930.0
106-89-5633,89,5633,2018-04-23 12:00:00,2018-05-05 12:00:00,"LS Malužiná, by",Celková nabídka účastníka,0.0,35007.5,2,2.0,7561,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,1,2,35007.5,55112.9249
106-89-6020,89,6020,2018-10-04 15:00:00,2018-10-12 15:00:00,Oprava strechy ,Celková nabídka účastníka,0.0,29898.3012,5,3.0,7561,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,2,3,64905.8012,85011.2261
106-89-6651,89,6651,2019-10-15 08:30:00,2019-10-24 11:00:00,Robotnícky dom ,Celková nabídka účastníka,25836.7981,24051.4119,2,2.0,7561,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,3,4,88957.2131,109062.638
106-89-5831,89,5831,2018-07-03 16:00:00,2018-07-11 16:00:00,Oprava a rekonš,Celková nabídka účastníka,0.0,11263.6311,2,2.0,7698,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,4,1,100220.8442,11263.6311
106-89-5899,89,5899,2018-08-03 10:00:00,2018-08-15 10:00:00,Sociálny dom v ,Celková nabídka účastníka,0.0,37960.62,3,2.0,9361,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,5,1,138181.4642,37960.62
106-89-6038,89,6038,2018-10-18 10:00:00,2018-10-25 10:00:00,Robotnícka ubyt,Celková nabídka účastníka,0.0,31222.13,4,2.0,9361,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,6,2,169403.5942,69182.75
106-89-6285,89,6285,2019-03-04 14:00:00,2019-03-09 14:00:00,Stavba súpisné ,Celková nabídka účastníka,0.0,28689.6,3,3.0,9361,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,7,3,198093.1942,97872.35
106-89-5715,89,5715,2018-06-06 10:02:00,2018-06-09 10:02:00,Tlač katalógov ,Celková nabídka účastníka,0.0,1050.0,7,2.0,8371,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,3.0,0,Slovenská republika,0.1,1,1,1050.0,1050.0
106-90-6451,90,6451,2019-05-29 12:00:00,2019-06-06 12:00:00,Železobetonové ,Celková nabídka účastníka,4800.0,7234.72,4,1.0,8715,ERMMA,Stavebnictví,Stavební materiály,2,2.0,0,Slovenská republika,0.0,1,1,7234.72,7234.72
106-90-6071,90,6071,2018-11-13 13:00:00,2018-11-17 13:00:00,Železobetónové ,Multikriteriální hodnocení,9500.0,9498.0,3,3.0,10144,ERMMA,Stavebnictví,Stavební materiály,1,12.0,0,Slovenská republika,0.0,2,1,16732.72,9498.0
106-90-5659,90,5659,2018-05-17 14:15:00,2018-05-22 14:15:00,Odstránenie sta,Celková nabídka účastníka,39200.0,39516.5925,1,3.0,9776,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,1,1,39516.5925,39516.5925
106-90-6033,90,6033,2018-10-15 14:00:00,2018-10-20 14:00:00,OPRAVA PREHRÁDZ,Celková nabídka účastníka,28840.0,24840.0,1,1.0,10101,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,2,1,64356.5925,24840.0
106-90-6378,90,6378,2019-04-24 12:00:00,2019-04-30 12:00:00,Oprava L.C. Fil,Celková nabídka účastníka,65000.0,66356.93,1,1.0,10293,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,3,1,130713.5225,66356.93
106-90-6420,90,6420,2019-05-13 13:00:00,2019-05-23 13:00:00,Oprava L.C. Fil,Celková nabídka účastníka,69472.0,58172.9175,3,5.0,10329,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,5.0,0,Slovenská republika,0.1,4,1,188886.44,58172.9175
106-90-6438,90,6438,2019-05-22 16:00:00,2019-05-31 14:00:00,Bacúch mlyn - Z,Celková nabídka účastníka,92120.0,82780.6,5,5.0,10329,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,5.0,0,Slovenská republika,0.1,5,2,271667.04000000004,140953.51750000002
106-90-6506,90,6506,2019-07-08 13:00:00,2019-07-16 13:00:00,Garáž pre nakla,Celková nabídka účastníka,54240.0,54036.2592,4,2.0,10364,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,6,1,325703.2992,54036.2592
106-91-5993,91,5993,2018-09-21 14:00:00,2018-09-28 11:00:00,Projektová doku,Celková nabídka účastníka,7500.0,10197.0,3,1.0,10060,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,1.0,0,Slovenská republika,0.1,1,1,10197.0,10197.0
106-91-6351,91,6351,2019-04-10 08:00:00,2019-04-17 10:00:00,Projektová doku,Celková nabídka účastníka,3328.0,4800.0,2,3.0,10272,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,4.0,0,Slovenská republika,0.1,2,1,14997.0,4800.0
106-91-6366,91,6366,2019-04-15 07:30:00,2019-04-18 11:30:00,Projektová doku,Celková nabídka účastníka,1710.0,2400.0,4,3.0,10272,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,4.0,0,Slovenská republika,0.1,3,2,17397.0,7200.0
106-91-6180,91,6180,2019-02-19 08:30:00,2019-02-25 11:00:00,Zametač za trak,Celková nabídka účastníka,6912.0,7454.096,1,2.0,10201,ERMMA,"Dopravní služby, auto-moto a příslušenství","Servis, opravy, náhradní díly a příslušenství",1,2.0,0,Slovenská republika,0.1,1,1,7454.096,7454.096
106-91-5849,91,5849,2018-06-29 10:00:00,2018-07-13 07:00:00,Stavebné úpravy,Celková nabídka účastníka,26575.395,25260.513299999995,1,3.0,7141,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,1,Slovenská republika,0.1,1,1,25260.513299999995,25260.513299999995
106-91-6047,91,6047,2018-10-25 08:30:00,2018-11-05 10:00:00,Zníženie a zate,Celková nabídka účastníka,3705.0,3838.1508,5,2.0,7141,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,2,2,29098.664099999995,29098.664099999995
106-91-6105,91,6105,2018-12-04 08:30:00,2018-12-10 09:30:00,Oprava podláh n,Celková nabídka účastníka,4040.0,3796.77,3,2.0,7141,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,3,3,32895.4341,32895.4341
106-91-5926,91,5926,2018-08-10 09:00:00,2018-08-15 10:00:00,Oprava vonkajše,Celková nabídka účastníka,3840.0,3846.2925,1,2.0,7162,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,4,1,36741.7266,3846.2925
106-91-6522,91,6522,2019-07-19 11:00:00,2019-07-25 11:00:00,Prekrytie strec,Celková nabídka účastníka,15554.0,15732.15,2,3.0,7584,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,5,1,52473.8766,15732.15
106-91-5987,91,5987,2018-09-17 13:30:00,2018-09-24 10:30:00,Oprava vnútorný,Celková nabídka účastníka,9025.0,9039.43,2,2.0,7851,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,6,1,61513.3066,9039.43
106-91-6499,91,6499,2019-07-23 12:30:00,2019-07-31 13:30:00,LESNÁ CESTA Svä,Celková nabídka účastníka,98899.2,78250.1609,3,4.0,9322,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,7,1,139763.4675,78250.1609
106-91-6535,91,6535,2019-07-24 08:00:00,2019-07-31 12:00:00,OPRAVA LESNEJ C,Celková nabídka účastníka,28381.0,21961.3238,3,3.0,9322,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,8,2,161724.79129999998,100211.4847
106-91-5524,91,5524,2018-06-08 09:00:00,2018-06-21 13:00:00,Rekonštrukcia m,Celková nabídka účastníka,30900.0,30625.731600000003,1,3.0,9830,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,9,1,192350.5229,30625.731600000003
106-91-6023,91,6023,2018-10-08 08:30:00,2018-10-12 10:30:00,"Oprava podláh, ",Celková nabídka účastníka,4646.0,4568.5027,4,2.0,9830,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,10,2,196919.0256,35194.234300000004
106-91-6067,91,6067,2018-11-08 13:00:00,2018-11-19 11:00:00,Odvodnenie budo,Celková nabídka účastníka,6930.0,6234.24,4,2.0,9830,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,11,3,203153.2656,41428.4743
106-91-6427,91,6427,2019-05-16 09:30:00,2019-05-24 12:30:00,Stabilizácia br,Celková nabídka účastníka,41748.0,41032.63,1,3.0,9830,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,12,4,244185.8956,82461.1043
106-91-6459,91,6459,2019-06-03 11:30:00,2019-06-11 12:30:00,Rekonštrukcia m,Celková nabídka účastníka,37646.5,31196.2144,7,5.0,9830,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,8.0,0,Slovenská republika,0.1,13,5,275382.11,113657.3187
106-91-6640,91,6640,2019-10-09 11:00:00,2019-10-14 12:00:00,Búranie HB Hron,Celková nabídka účastníka,12825.0,13728.0,2,3.0,9996,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,14,1,289110.11,13728.0
106-91-6024,91,6024,2018-10-08 09:00:00,2018-10-12 11:00:00,Oprava omietok ,Celková nabídka účastníka,5000.0,3948.7434,1,2.0,10086,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,15,1,293058.8534,3948.7434
106-91-6536,91,6536,2019-09-04 10:30:00,2019-09-10 11:30:00,OPRAVA LESNEJ C,Celková nabídka účastníka,77896.0,74057.0206,1,3.0,10502,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,16,1,367115.874,74057.0206
106-91-6322,91,6322,2019-03-26 13:30:00,2019-03-29 10:30:00,Tlačiarenské sl,Celková nabídka účastníka,47.5,41.58,7,3.0,8261,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,4.0,0,Slovenská republika,0.1,1,1,41.58,41.58
106-91-5568,91,5568,2018-03-27 11:00:00,2018-03-29 12:00:00,pozvánka na otv,Celková nabídka účastníka,52.5,50.0,4,3.0,8262,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,4.0,0,Slovenská republika,0.1,2,1,91.58,50.0
106-91-5652,91,5652,2018-05-10 08:30:00,2018-05-15 09:30:00,Tlačiarenské sl,Celková nabídka účastníka,122.4,199.68,5,4.0,8262,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,5.0,0,Slovenská republika,0.1,3,2,291.26,249.68
106-91-5825,91,5825,2018-06-20 11:00:00,2018-06-25 12:00:00,Tlačiarenské sl,Celková nabídka účastníka,103.0,82.0,3,2.0,8262,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,2.0,0,Slovenská republika,0.1,4,3,373.26,331.68
106-91-6430,91,6430,2019-05-16 12:30:00,2019-05-22 10:30:00,Tlačiarenské sl,Celková nabídka účastníka,291.0,255.222,6,2.0,8264,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,3.0,0,Slovenská republika,0.1,5,1,628.482,255.222
106-92-6550,92,6550,2019-08-02 13:52:00,2019-08-08 13:52:00,Lesná cesta Buk,Multikriteriální hodnocení,13635.0,12587.7015,5,3.0,8644,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,1,1,12587.7015,12587.7015
106-92-5827,92,5827,2018-06-21 09:30:00,2018-06-27 09:30:00,Vypracovanie pr,Celková nabídka účastníka,0.0,9105.2,1,3.0,9860,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,4.0,0,Slovenská republika,0.1,1,1,9105.2,9105.2
106-92-6362,92,6362,2019-04-15 10:00:00,2019-04-24 15:00:00,Textilné výrobk,Celková nabídka účastníka,4410.0,4545.0,1,3.0,9744,ERMMA,"Marketing, reklama a tisk","Reklamní činnost, reklamní předměty",1,3.0,0,Slovenská republika,0.1,1,1,4545.0,4545.0
106-92-6684,92,6684,2019-10-25 12:00:00,2019-11-04 16:00:00,Odstránenie hav,Celková nabídka účastníka,10168.4583,10092.804800000002,1,3.0,10653,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,1,1,10092.804800000002,10092.804800000002
106-92-6460,92,6460,2019-06-03 09:34:00,2019-06-09 09:34:00,Tajovský potok ,Multikriteriální hodnocení,23920.0,21768.3774,2,3.0,7460,ERMMA,Stavebnictví,Vodohospodářské stavby,1,3.0,0,Slovenská republika,0.1,1,1,21768.3774,21768.3774
106-92-6461,92,6461,2019-06-03 10:06:00,2019-06-09 10:06:00,Kamenná prehrád,Multikriteriální hodnocení,11000.0,9773.491000000002,2,3.0,7460,ERMMA,Stavebnictví,Vodohospodářské stavby,1,3.0,0,Slovenská republika,0.1,2,2,31541.868400000003,31541.868400000003
106-93-5537,93,5537,2018-03-13 08:00:00,2018-03-20 09:00:00,Údržba a oprava,Multikriteriální hodnocení,11.52,43625.4,5,3.0,8175,ERMMA,"Elektro, elektromateriál",Elektroinstalační práce,2,7.0,0,Slovenská republika,0.1,1,1,43625.4,43625.4
106-93-6166,93,6166,2019-02-08 14:00:00,2019-02-15 14:30:00,"Údržba, oprava ",Multikriteriální hodnocení,12.12,46510.8,5,3.0,8175,ERMMA,"Elektro, elektromateriál",Elektroinstalační práce,2,6.0,0,Slovenská republika,0.1,2,2,90136.2,90136.2
106-93-6898,93,6898,2020-04-02 17:00:00,2020-04-08 17:00:00,"Údržba, oprava ",Multikriteriální hodnocení,0.0,42081.2,3,1.0,8175,ERMMA,"Elektro, elektromateriál",Elektroinstalační práce,1,1.0,0,Slovenská republika,0.1,3,3,132217.4,132217.4
106-93-6048,93,6048,2018-10-25 10:00:00,2018-11-02 11:00:00,Kancelársky náb,Multikriteriální hodnocení,18000.0,21463.308,1,1.0,9129,ERMMA,Kancelář,Nábytek,1,1.0,0,Slovenská republika,0.1,1,1,21463.308,21463.308
106-93-6757,93,6757,2019-12-12 14:30:00,2019-12-18 10:00:00,Výroba nábytku ,Celková nabídka účastníka,5314.3,5594.0,1,1.0,10761,ERMMA,Kancelář,Nábytek,2,4.0,0,Slovenská republika,0.1,2,1,27057.308,5594.0
106-93-6002,93,6002,2018-09-25 14:00:00,2018-10-03 13:00:00,Nákup oceľových,Multikriteriální hodnocení,0.0,1464.5776,0,2.0,10075,ERMMA,"Hutní materiál, kovy a slitiny","Roury, armatury a trubky",1,2.0,0,Slovenská republika,0.0,1,1,1464.5776,1464.5776
106-93-6001,93,6001,2018-09-25 14:00:00,2018-10-04 13:00:00,Oprava prehrádz,Multikriteriální hodnocení,35280.0,44294.2752,3,1.0,7643,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,1,1,44294.2752,44294.2752
106-93-6043,93,6043,2018-10-23 10:00:00,2018-10-29 11:00:00,Oprava prehrádz,Multikriteriální hodnocení,47840.0,42374.265600000006,1,2.0,7643,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,2,2,86668.5408,86668.5408
106-93-5969,93,5969,2018-09-06 06:00:00,2018-09-13 17:00:00,Oprava hájenky ,Multikriteriální hodnocení,25500.0,24045.8829,4,3.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,3,1,110714.4237,24045.8829
106-93-6095,93,6095,2018-11-27 13:00:00,2018-12-05 14:00:00,ES Šášovské Pod,Multikriteriální hodnocení,23063.948,23776.9756,3,2.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,4,2,134491.3993,47822.8585
106-93-6319,93,6319,2019-03-26 09:00:00,2019-04-05 11:00:00,Hájenka Podkľak,Multikriteriální hodnocení,17433.516499999998,19003.95,5,3.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,5,3,153495.3493,66826.8085
106-93-6561,93,6561,2019-08-08 13:00:00,2019-08-16 14:00:00,Hájenka Rychňav,Multikriteriální hodnocení,7410.0,7916.2607,3,2.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,6,4,161411.61000000002,74743.0692
106-93-6573,93,6573,2019-08-16 08:00:00,2019-08-23 09:00:00,"Lesovňa Brod, r",Multikriteriální hodnocení,42000.0,40351.6917,2,1.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,7,5,201763.3017,115094.7609
106-93-6505,93,6505,2019-08-02 08:00:00,2019-08-09 09:00:00,LC Pavlova Lúčk,Multikriteriální hodnocení,110156.1195,101015.3133,1,3.0,10459,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,8,1,302778.615,101015.3133
106-93-6607,93,6607,2019-09-16 11:00:00,2019-09-23 12:00:00,LC Pavlova Lúčk,Multikriteriální hodnocení,14550.0,10144.302,2,2.0,10459,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,9,2,312922.917,111159.6153
106-93-6545,93,6545,2019-08-01 08:00:00,2019-08-07 09:00:00,Lesovňa Janova ,Multikriteriální hodnocení,24323.8736,16483.2303,1,1.0,10513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,10,1,329406.1473,16483.2303
106-93-6546,93,6546,2019-08-01 08:00:00,2019-08-07 09:00:00,Maštaľ RZ Podkľ,Multikriteriální hodnocení,20416.6634,16593.688000000002,3,1.0,10513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,11,2,345999.83530000004,33076.918300000005
106-94-5932,94,5932,2018-08-10 13:00:00,2018-08-16 13:00:00,Projektová doku,Celková nabídka účastníka,0.0,8031.6,2,4.0,9968,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,4.0,0,Slovenská republika,0.1,1,1,8031.6,8031.6
106-94-5861,94,5861,2018-07-11 15:00:00,2018-07-17 15:00:00,Oprava oploteni,Celková nabídka účastníka,0.0,12625.0,2,2.0,7589,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,1,1,12625.0,12625.0
106-94-6349,94,6349,2019-04-10 08:00:00,2019-04-18 09:00:00,Administratívna,Celková nabídka účastníka,0.0,36873.1204,5,3.0,10266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,2,1,49498.1204,36873.1204
106-94-6382,94,6382,2019-04-26 09:00:00,2019-05-07 09:00:00,Administratívna,Celková nabídka účastníka,0.0,130799.1129,1,3.0,10266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,3,2,180297.2333,167672.2333
106-94-5625,94,5625,2018-04-18 14:00:00,2018-04-25 09:00:00,Tlač katalógov ,Celková nabídka účastníka,0.0,604.8,3,2.0,8381,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,6.0,0,Slovenská republika,0.1,1,1,604.8,604.8
106-94-6383,94,6383,2019-04-26 08:00:00,2019-05-03 11:00:00,Tlač katalógov ,Celková nabídka účastníka,0.0,644.0,7,3.0,8383,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,5.0,0,Slovenská republika,0.1,2,1,1248.8,644.0
106-95-5915,95,5915,2018-08-28 08:57:00,2018-09-06 08:57:00,Oplotenie lesný,Celková nabídka účastníka,0.0,2852.3,3,2.0,9983,ERMMA,Chemie,Chemické látky,1,2.0,0,Slovenská republika,0.1,1,1,2852.3,2852.3
106-95-5960,95,5960,2018-08-28 09:36:00,2018-09-06 09:36:00,,Celková nabídka účastníka,0.0,2450.1545,3,1.0,10014,ERMMA,Chemie,Chemické látky,1,1.0,0,Slovenská republika,0.1,2,1,5302.4545,2450.1545
106-95-6587,95,6587,2019-08-22 10:00:00,2019-08-28 09:30:00,Kamerový monito,Celková nabídka účastníka,0.0,6796.35,5,3.0,8274,ERMMA,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,6.0,0,Slovenská republika,0.1,1,1,6796.35,6796.35
106-95-6748,95,6748,2019-12-05 11:00:00,2019-12-11 11:30:00,Dodávka a montá,Celková nabídka účastníka,0.0,3372.192,5,3.0,8274,ERMMA,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,4.0,0,Slovenská republika,0.1,2,2,10168.542,10168.542
106-95-5823,95,5823,2018-06-19 14:00:00,2018-06-23 14:00:00,,Celková nabídka účastníka,0.0,7466.736000000001,2,2.0,9850,ERMMA,"Stroje, zařízení, nástroje, nářadí",Náhradní díly,1,2.0,0,Slovenská republika,0.1,1,1,7466.736000000001,7466.736000000001
106-95-6031,95,6031,2018-10-18 10:00:00,2018-10-24 10:00:00,,Celková nabídka účastníka,0.0,1009.8,1,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,1.0,0,Slovenská republika,0.1,1,1,1009.8,1009.8
106-95-6032,95,6032,2018-10-19 10:00:00,2018-10-26 10:00:00,Pneumatiky na o,Celková nabídka účastníka,0.0,706.9088,2,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,1.0,0,Slovenská republika,0.1,2,2,1716.7088,1716.7088
106-95-6074,95,6074,2018-11-16 10:00:00,2018-11-27 10:00:00,Pneumatiky na F,Celková nabídka účastníka,0.0,5959.58,5,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,1.0,0,Slovenská republika,0.1,3,3,7676.2888,7676.2888
106-95-6076,95,6076,2018-11-19 10:00:00,2018-11-25 10:00:00,,Celková nabídka účastníka,0.0,1628.63,4,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,1.0,0,Slovenská republika,0.1,4,4,9304.9188,9304.9188
106-95-6161,95,6161,2019-01-29 10:00:00,2019-02-05 10:00:00,Pneumatiky na F,Celková nabídka účastníka,0.0,644.8,5,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,2.0,0,Slovenská republika,0.1,5,5,9949.7188,9949.7188
106-95-6324,95,6324,2019-03-29 10:00:00,2019-04-05 11:00:00,Pneumatiky na T,Celková nabídka účastníka,0.0,2165.1,5,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,2.0,0,Slovenská republika,0.1,6,6,12114.8188,12114.8188
106-95-6325,95,6325,2019-03-29 10:00:00,2019-04-05 11:00:00,Pneumatiky na S,Celková nabídka účastníka,0.0,892.7040000000001,3,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,2.0,0,Slovenská republika,0.1,7,7,13007.5228,13007.5228
106-95-6326,95,6326,2019-03-29 10:00:00,2019-04-03 11:00:00,Pneumatiky na S,Celková nabídka účastníka,0.0,352.0,2,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,1.0,0,Slovenská republika,0.1,8,8,13359.5228,13359.5228
106-95-6490,95,6490,2019-06-19 08:00:00,2019-06-22 08:00:00,Pneumatiky na T,Celková nabídka účastníka,0.0,2747.04,5,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,2.0,0,Slovenská republika,0.1,9,9,16106.5628,16106.5628
106-95-6593,95,6593,2019-09-03 10:00:00,2019-09-06 10:00:00,Pneumatiky na S,Celková nabídka účastníka,0.0,351.45,5,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,1.0,0,Slovenská republika,0.1,10,10,16458.0128,16458.0128
106-95-6599,95,6599,2019-09-11 11:00:00,2019-09-17 11:00:00,Pneumatiky na S,Celková nabídka účastníka,0.0,361.35,3,1.0,10099,ERMMA,"Dopravní služby, auto-moto a příslušenství",Pneumatiky,1,2.0,0,Slovenská republika,0.1,11,11,16819.3628,16819.3628
106-95-6409,95,6409,2019-05-07 17:00:00,2019-05-21 17:00:00,Vypracovanie pr,Celková nabídka účastníka,0.0,22941.14,1,3.0,7846,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,1,1,22941.14,22941.14
106-95-6907,95,6907,2020-04-14 12:30:00,2020-04-21 13:00:00,Vypracovanie pr,Celková nabídka účastníka,20486.4,18817.92,2,3.0,7846,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,2,2,41759.06,41759.06
106-95-6044,95,6044,2018-10-24 09:00:00,2018-11-01 08:00:00,Vypracovanie pr,Celková nabídka účastníka,0.0,18450.0,3,2.0,10120,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,2.0,0,Slovenská republika,0.1,3,1,60209.06,18450.0
106-95-6583,95,6583,2019-08-21 20:00:00,2019-08-28 09:30:00,Vypracovanie PD,Celková nabídka účastníka,0.0,18025.0,3,3.0,10540,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,4,1,78234.06,18025.0
106-95-6951,95,6951,2020-06-17 12:00:00,2020-07-06 12:00:00,Vypracovanie PD,Celková nabídka účastníka,6435.0,6760.0,4,3.0,10975,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,5,1,84994.06,6760.0
