UniqueID,Org,AucID,AucZac,AucKon,AucNazov1,AucVal,Porovnávacia cena,VitaznaPonuka,Mena,PocetPozvanok,PocetAktivnychUcast,Vitaz,AucTypUpresnenie,Kateg,Subkateg,PocetItems,PocetZmienPonuk,PocetPredlzeni,Stat,MinKrokZnizPercenta,HistoryDealsInCategory,HistoryDealsWithVitaz,MoneySpentSoFarInCategory,MoneySpentSoFarWithVitaz,Relativna Uspora
106-91-5568,91,5568,2018-03-27 11:00:00,2018-03-29 12:00:00,pozvánka na otv,Celková nabídka účastníka,52.5,50.0,EUR,4,3.0,8262,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,4.0,0,Slovenská republika,0.1,2,1,91.58,50.0,0.047619047619047616
106-91-5652,91,5652,2018-05-10 08:30:00,2018-05-15 09:30:00,Tlačiarenské sl,Celková nabídka účastníka,122.4,199.68,EUR,5,4.0,8262,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,5.0,0,Slovenská republika,0.1,3,2,291.26,249.68,-0.6313725490196078
106-91-5825,91,5825,2018-06-20 11:00:00,2018-06-25 12:00:00,Tlačiarenské sl,Celková nabídka účastníka,103.0,82.0,EUR,3,2.0,8262,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,2.0,0,Slovenská republika,0.1,4,3,373.26,331.68,0.20388349514563106
106-91-6430,91,6430,2019-05-16 12:30:00,2019-05-22 10:30:00,Tlačiarenské sl,Celková nabídka účastníka,291.0,255.222,EUR,6,2.0,8264,ERMMA,"Marketing, reklama a tisk","Tisk, tiskařské služby",1,3.0,0,Slovenská republika,0.1,5,1,628.482,255.222,0.1229484536082474
106-92-6550,92,6550,2019-08-02 13:52:00,2019-08-08 13:52:00,Lesná cesta Buk,Multikriteriální hodnocení,13635.0,12587.7015,EUR,5,3.0,8644,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,1,1,12587.7015,12587.7015,0.07680957095709577
106-92-6362,92,6362,2019-04-15 10:00:00,2019-04-24 15:00:00,Textilné výrobk,Celková nabídka účastníka,4410.0,4545.0,EUR,1,3.0,9744,ERMMA,"Marketing, reklama a tisk","Reklamní činnost, reklamní předměty",1,3.0,0,Slovenská republika,0.1,1,1,4545.0,4545.0,-0.030612244897959183
106-92-6684,92,6684,2019-10-25 12:00:00,2019-11-04 16:00:00,Odstránenie hav,Celková nabídka účastníka,10168.4583,10092.804800000002,EUR,1,3.0,10653,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,1,1,10092.804800000002,10092.804800000002,0.007440016742754261
106-92-6460,92,6460,2019-06-03 09:34:00,2019-06-09 09:34:00,Tajovský potok ,Multikriteriální hodnocení,23920.0,21768.3774,EUR,2,3.0,7460,ERMMA,Stavebnictví,Vodohospodářské stavby,1,3.0,0,Slovenská republika,0.1,1,1,21768.3774,21768.3774,0.08995077759197319
106-92-6461,92,6461,2019-06-03 10:06:00,2019-06-09 10:06:00,Kamenná prehrád,Multikriteriální hodnocení,11000.0,9773.491000000002,EUR,2,3.0,7460,ERMMA,Stavebnictví,Vodohospodářské stavby,1,3.0,0,Slovenská republika,0.1,2,2,31541.868400000003,31541.868400000003,0.11150081818181802
106-93-5537,93,5537,2018-03-13 08:00:00,2018-03-20 09:00:00,Údržba a oprava,Multikriteriální hodnocení,11.52,43625.4,EUR,5,3.0,8175,ERMMA,"Elektro, elektromateriál",Elektroinstalační práce,2,7.0,0,Slovenská republika,0.1,1,1,43625.4,43625.4,-3785.927083333334
106-93-6166,93,6166,2019-02-08 14:00:00,2019-02-15 14:30:00,"Údržba, oprava ",Multikriteriální hodnocení,12.12,46510.8,EUR,5,3.0,8175,ERMMA,"Elektro, elektromateriál",Elektroinstalační práce,2,6.0,0,Slovenská republika,0.1,2,2,90136.2,90136.2,-3836.5247524752476
106-93-6048,93,6048,2018-10-25 10:00:00,2018-11-02 11:00:00,Kancelársky náb,Multikriteriální hodnocení,18000.0,21463.308,EUR,1,1.0,9129,ERMMA,Kancelář,Nábytek,1,1.0,0,Slovenská republika,0.1,1,1,21463.308,21463.308,-0.19240600000000005
106-93-6757,93,6757,2019-12-12 14:30:00,2019-12-18 10:00:00,Výroba nábytku ,Celková nabídka účastníka,5314.3,5594.0,EUR,1,1.0,10761,ERMMA,Kancelář,Nábytek,2,4.0,0,Slovenská republika,0.1,2,1,27057.308,5594.0,-0.05263157894736838
106-93-6001,93,6001,2018-09-25 14:00:00,2018-10-04 13:00:00,Oprava prehrádz,Multikriteriální hodnocení,35280.0,44294.2752,EUR,3,1.0,7643,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,1,1,44294.2752,44294.2752,-0.25550666666666655
106-93-6043,93,6043,2018-10-23 10:00:00,2018-10-29 11:00:00,Oprava prehrádz,Multikriteriální hodnocení,47840.0,42374.265600000006,EUR,1,2.0,7643,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,2,2,86668.5408,86668.5408,0.11425030100334435
106-93-5969,93,5969,2018-09-06 06:00:00,2018-09-13 17:00:00,Oprava hájenky ,Multikriteriální hodnocení,25500.0,24045.8829,EUR,4,3.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,3,1,110714.4237,24045.8829,0.057024199999999976
106-93-6095,93,6095,2018-11-27 13:00:00,2018-12-05 14:00:00,ES Šášovské Pod,Multikriteriální hodnocení,23063.948,23776.9756,EUR,3,2.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,4,2,134491.3993,47822.8585,-0.030915244866143526
106-93-6319,93,6319,2019-03-26 09:00:00,2019-04-05 11:00:00,Hájenka Podkľak,Multikriteriální hodnocení,17433.516499999998,19003.95,EUR,5,3.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,5,3,153495.3493,66826.8085,-0.09008128107717127
106-93-6561,93,6561,2019-08-08 13:00:00,2019-08-16 14:00:00,Hájenka Rychňav,Multikriteriální hodnocení,7410.0,7916.2607,EUR,3,2.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,6,4,161411.61000000002,74743.0692,-0.06832128205128203
106-93-6573,93,6573,2019-08-16 08:00:00,2019-08-23 09:00:00,"Lesovňa Brod, r",Multikriteriální hodnocení,42000.0,40351.6917,EUR,2,1.0,8266,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,7,5,201763.3017,115094.7609,0.03924543571428564
106-93-6505,93,6505,2019-08-02 08:00:00,2019-08-09 09:00:00,LC Pavlova Lúčk,Multikriteriální hodnocení,110156.1195,101015.3133,EUR,1,3.0,10459,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,8,1,302778.615,101015.3133,0.08298046664579543
106-93-6607,93,6607,2019-09-16 11:00:00,2019-09-23 12:00:00,LC Pavlova Lúčk,Multikriteriální hodnocení,14550.0,10144.302,EUR,2,2.0,10459,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,9,2,312922.917,111159.6153,0.3027971134020619
106-93-6545,93,6545,2019-08-01 08:00:00,2019-08-07 09:00:00,Lesovňa Janova ,Multikriteriální hodnocení,24323.8736,16483.2303,EUR,1,1.0,10513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,10,1,329406.1473,16483.2303,0.32234353084288353
106-93-6546,93,6546,2019-08-01 08:00:00,2019-08-07 09:00:00,Maštaľ RZ Podkľ,Multikriteriální hodnocení,20416.6634,16593.688000000002,EUR,3,1.0,10513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,11,2,345999.83530000004,33076.918300000005,0.18724780465352625
106-95-6907,95,6907,2020-04-14 12:30:00,2020-04-21 13:00:00,Vypracovanie pr,Celková nabídka účastníka,20486.4,18817.92,EUR,2,3.0,7846,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,2,2,41759.06,41759.06,0.08144329896907232
106-95-6951,95,6951,2020-06-17 12:00:00,2020-07-06 12:00:00,Vypracovanie PD,Celková nabídka účastníka,6435.0,6760.0,EUR,4,3.0,10975,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,5,1,84994.06,6760.0,-0.050505050505050504
106-95-6160,95,6160,2019-03-15 10:00:00,2019-03-27 10:00:00,Stavebné práce ,Celková nabídka účastníka,67859.49,66140.3651,EUR,3,2.0,6624,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,1,1,66140.3651,66140.3651,0.025333595934776545
106-96-5977,96,5977,2018-09-13 14:00:00,2018-09-27 14:30:00,LC Hrdzavé (pro,Celková nabídka účastníka,10100.0,11247.948,EUR,5,3.0,7580,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,3.0,0,Slovenská republika,0.1,1,1,11247.948,11247.948,-0.1136582178217822
106-96-6527,96,6527,2019-07-26 10:00:00,2019-08-05 10:30:00,Zmena dokončene,Celková nabídka účastníka,6240.0,4930.2,EUR,1,2.0,8574,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,2,7.0,0,Slovenská republika,0.1,2,1,16178.148,4930.2,0.2099038461538462
106-96-5543,96,5543,2018-04-03 12:30:00,2018-04-13 13:00:00,Horáreň Veľká L,Celková nabídka účastníka,4840.3,4560.0,EUR,1,2.0,9663,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,2.0,0,Slovenská republika,0.1,3,1,20738.148,4560.0,0.057909633700390505
106-96-5879,96,5879,2018-07-16 14:30:00,2018-07-30 15:00:00,Chata Rákoš (pr,Celková nabídka účastníka,6180.0,4777.5,EUR,5,1.0,9914,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,1.0,0,Slovenská republika,0.1,4,1,25515.648,4777.5,0.22694174757281554
106-96-6004,96,6004,2018-09-26 12:30:00,2018-10-05 09:00:00,LC Karafová - S,Celková nabídka účastníka,18316.0,19482.4,EUR,3,2.0,6899,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",5,11.0,0,Slovenská republika,0.1,1,1,19482.4,19482.4,-0.063682026643372
106-96-6306,96,6306,2019-03-19 12:30:00,2019-03-26 13:00:00,LC Karafová - S,Celková nabídka účastníka,10063.75,10045.035,EUR,4,1.0,6899,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",4,6.0,0,Slovenská republika,0.1,2,2,29527.435,29527.435,0.0018596447646255269
106-96-6309,96,6309,2019-03-26 12:30:00,2019-04-02 14:00:00,"LC Lučanské, op",Celková nabídka účastníka,19200.0,22297.2,EUR,1,1.0,6899,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",5,7.0,0,Slovenská republika,0.1,3,3,51824.635,51824.635,-0.16131250000000003
106-96-6312,96,6312,2019-03-21 10:00:00,2019-03-28 10:30:00,LC Korimovo - D,Celková nabídka účastníka,19477.5,17171.25,EUR,5,1.0,7335,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",4,4.0,0,Slovenská republika,0.1,4,1,68995.88500000001,17171.25,0.11840585290720061
106-96-6314,96,6314,2019-03-21 10:00:00,2019-03-28 10:30:00,Výstavba dočasn,Celková nabídka účastníka,19602.0,18204.0,EUR,2,1.0,7335,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",6,9.0,0,Slovenská republika,0.1,5,2,87199.88500000001,35375.25,0.07131925313743495
106-96-6313,96,6313,2019-03-21 10:00:00,2019-03-28 10:30:00,"LC Turiec, opra",Celková nabídka účastníka,18430.0,18054.75,EUR,2,1.0,7335,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",5,11.0,0,Slovenská republika,0.1,6,3,105254.635,53430.0,0.020360824742268042
106-96-6931,96,6931,2020-06-02 08:00:00,2020-06-05 12:30:00,Búracie práce -,Celková nabídka účastníka,4410.0,2633.4,EUR,5,1.0,7336,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",3,16.0,0,Slovenská republika,0.1,7,1,107888.035,2633.4,0.40285714285714286
106-96-6087,96,6087,2018-11-20 15:00:00,2018-11-26 11:30:00,"LC Valice, opra",Celková nabídka účastníka,8000.0,6860.49,EUR,3,1.0,7337,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",3,3.0,0,Slovenská republika,0.1,8,1,114748.525,6860.49,0.14243875000000003
106-96-6334,96,6334,2019-04-01 13:00:00,2019-04-08 13:30:00,"LC Valice, opra",Celková nabídka účastníka,5189.5,4919.508,EUR,4,1.0,7337,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",3,3.0,0,Slovenská republika,0.1,9,2,119668.033,11779.998,0.05202659215724062
106-96-5730,96,5730,2018-06-13 15:30:00,2018-06-22 12:00:00,Oprava interiér,Celková nabídka účastníka,16392.965,16086.165,EUR,1,3.0,8573,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,11,2,153747.968,34079.935,0.018715345271584444
106-96-6307,96,6307,2019-03-19 13:00:00,2019-03-26 13:30:00,Oprava vonkajše,Celková nabídka účastníka,21000.0,18419.1,EUR,1,3.0,8573,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,12,3,172167.068,52499.035,0.12290000000000006
106-96-6576,96,6576,2019-08-21 11:30:00,2019-09-02 12:00:00,Domček pre sezó,Celková nabídka účastníka,35640.0,37837.8,EUR,1,2.0,8573,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",3,6.0,0,Slovenská republika,0.1,13,4,210004.868,90336.835,-0.06166666666666675
106-96-6711,96,6711,2019-11-15 09:30:00,2019-11-25 10:00:00,Sklad krmiva v ,Celková nabídka účastníka,13650.0,12352.23,EUR,3,2.0,8573,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,14,5,222357.098,102689.065,0.09507472527472531
106-96-6470,96,6470,2019-06-12 10:30:00,2019-06-26 11:00:00,Výmena okien na,Celková nabídka účastníka,10637.9,11166.48,EUR,6,3.0,9049,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,15,1,233523.578,11166.48,-0.04968837834535011
106-96-6462,96,6462,2019-06-12 10:30:00,2019-06-26 11:00:00,Rekonštrukcia p,Celková nabídka účastníka,16896.0,14958.3,EUR,4,2.0,9049,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,16,2,248481.878,26124.78,0.1146839488636364
106-96-6471,96,6471,2019-06-12 10:30:00,2019-06-26 11:00:00,Sanácia steny n,Celková nabídka účastníka,8070.05,6520.56,EUR,2,2.0,9049,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,17,3,255002.438,32645.34,0.1920050061647697
106-96-6458,96,6458,2019-06-12 10:30:00,2019-06-26 11:00:00,Rekonštrukcia p,Celková nabídka účastníka,26944.32,22743.76,EUR,5,2.0,9049,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,18,4,277746.198,55389.1,0.1558977921877413
106-97-6922,97,6922,2020-05-18 10:00:00,2020-05-29 10:00:00,Areál bývalej D,Celková nabídka účastníka,15024.79,12022.6464,EUR,4,1.0,10950,ERMMA,Stavebnictví,Stavební úpravy potrubí a plynovodů,1,1.0,0,Slovenská republika,0.1,1,1,12022.6464,12022.6464,0.19981268290605067
106-98-5623,98,5623,2018-04-18 12:00:00,2018-04-23 10:00:00,Oceľové rúry - ,Celková nabídka účastníka,921.5,966.037,EUR,1,2.0,8546,ERMMA,Stavebnictví,Stavební materiály,2,4.0,0,Slovenská republika,0.1,1,1,966.037,966.037,-0.04833098209441132
106-98-5896,98,5896,2018-08-06 08:00:00,2018-08-20 08:00:00,Oceľové rúry - ,Celková nabídka účastníka,1363.5,1334.8332,EUR,2,2.0,8546,ERMMA,Stavebnictví,Stavební materiály,2,4.0,0,Slovenská republika,0.1,2,2,2300.8702000000003,2300.8702000000003,0.0210244224422442
106-98-6015,98,6015,2018-10-02 11:00:00,2018-10-09 11:00:00,Oceľové rúry - ,Celková nabídka účastníka,3692.0,3608.352,EUR,0,2.0,8546,ERMMA,Stavebnictví,Stavební materiály,2,6.0,0,Slovenská republika,0.1,3,3,5909.2222,5909.2222,0.02265655471289278
106-98-5578,98,5578,2018-04-10 06:30:00,2018-04-17 09:30:00,Oceľové rúry - ,Celková nabídka účastníka,969.0,188.0676,EUR,0,2.0,8547,ERMMA,Stavebnictví,Stavební materiály,2,8.0,0,Slovenská republika,0.1,4,1,6097.2898000000005,188.0676,0.8059157894736843
106-98-6288,98,6288,2019-03-08 14:00:00,2019-03-15 14:00:00,Oplotenie Manip,Celková nabídka účastníka,32227.398,29088.457,EUR,5,5.0,10221,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,5.0,0,Slovenská republika,0.1,1,1,29088.457,29088.457,0.09739976525563752
106-99-6523,99,6523,2019-07-19 13:00:00,2019-07-26 13:00:00,Most Peklisko –,Celková nabídka účastníka,11640.0,13146.2505,EUR,4,3.0,10490,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,1,1,13146.2505,13146.2505,-0.1294029639175258
106-99-6524,99,6524,2019-07-19 13:00:00,2019-07-26 13:00:00,Most Suchovlčie,Celková nabídka účastníka,19200.0,32982.65,EUR,4,2.0,10492,ERMMA,Stavebnictví,Dopravní stavby,1,2.0,0,Slovenská republika,0.1,2,1,46128.9005,32982.65,-0.7178463541666668
106-99-6614,99,6614,2019-09-18 15:00:00,2019-09-26 09:00:00,Most Suchovlčie,Celková nabídka účastníka,26209.5,23957.0976,EUR,5,3.0,10492,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,3,2,70085.9981,56939.7476,0.08593839638299086
106-99-6732,99,6732,2019-11-25 14:00:00,2019-12-02 14:00:00,Úprava odvoznéh,Celková nabídka účastníka,33432.897,31667.2699,EUR,1,3.0,10492,ERMMA,Stavebnictví,Dopravní stavby,1,3.0,0,Slovenská republika,0.1,4,3,101753.268,88607.0175,0.05281107108366942
106-99-5530,99,5530,2018-04-10 13:00:00,2018-04-20 15:00:00,Chata Pod Jazie,Celková nabídka účastníka,43692.819800000005,45025.7798,EUR,3,1.0,7124,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,1,1,45025.7798,45025.7798,-0.030507529752062185
106-99-5528,99,5528,2018-03-08 12:30:00,2018-03-20 12:30:00,Rekonštrukcia b,Celková nabídka účastníka,20867.8437,21601.736,EUR,2,3.0,7244,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,6.0,0,Slovenská republika,0.1,2,1,66627.5158,21601.736,-0.03516857374200093
106-99-6410,99,6410,2019-07-01 09:00:00,2019-07-20 12:00:00,Hájenka Podhrad,Celková nabídka účastníka,56160.0,52965.0,EUR,7,3.0,8190,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,4.0,0,Slovenská republika,0.1,3,1,119592.5158,52965.0,0.05689102564102564
106-99-5532,99,5532,2018-04-10 13:00:00,2018-04-20 15:00:00,LS Hanušovce na,Celková nabídka účastníka,27978.3192,21732.3315,EUR,3,4.0,9649,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,5.0,0,Slovenská republika,0.1,4,1,141324.8473,21732.3315,0.22324385018811285
106-99-5873,99,5873,2018-07-12 12:00:00,2018-07-20 12:00:00,Semenný sad Jel,Celková nabídka účastníka,17340.0,16943.5,EUR,2,3.0,9905,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,5,1,158268.3473,16943.5,0.02286620530565167
106-99-6590,99,6590,2019-08-23 15:30:00,2019-09-03 08:00:00,Lesná cesta Maš,Celková nabídka účastníka,127082.61,126079.548,EUR,1,3.0,10550,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,6,1,284347.8953,126079.548,0.00789299181060261
106-99-6766,99,6766,2020-04-29 10:00:00,2020-05-14 10:00:00,Plechový sklad ,Celková nabídka účastníka,28358.4,29744.5,EUR,1,3.0,10777,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,5.0,0,Slovenská republika,0.1,7,1,314092.3953,29744.5,-0.04887793387497174
106-99-6638,99,6638,2019-10-08 14:00:00,2019-10-14 12:00:00,KAMEROVÝ SYSTÉM,Celková nabídka účastníka,24803.7216,23469.683,EUR,2,3.0,10600,ERMMA,"Počítače, IT a telekomunikační služby",Telekomunikační služby a zařízení,1,3.0,0,Slovenská republika,0.1,1,1,23469.683,23469.683,0.053783807991136294
106-99-6639,99,6639,2019-10-08 14:30:00,2019-10-14 13:30:00,KAMEROVÝ SYSTÉM,Celková nabídka účastníka,16585.7508,14372.2595,EUR,2,3.0,10600,ERMMA,"Počítače, IT a telekomunikační služby",Telekomunikační služby a zařízení,1,3.0,0,Slovenská republika,0.1,2,2,37841.942500000005,37841.942500000005,0.13345740730651767
106-100-6011,100,6011,2018-10-02 15:00:00,2018-10-08 10:00:00,Projektová doku,Celková nabídka účastníka,6930.0,6957.6,EUR,5,2.0,8828,ERMMA,Inženýrská činnost,Projektová a schvalovací dokumentace ke stavební činnosti,1,7.0,0,Slovenská republika,0.1,1,1,6957.6,6957.6,-0.003982683982684036
106-100-5975,100,5975,2018-09-11 14:00:00,2018-09-14 14:00:00,Dodávka železob,Multikriteriální hodnocení,3347.7119999999995,0.0,EUR,1,1.0,0,ERMMA,Stavebnictví,Stavební materiály,1,1.0,0,Slovenská republika,0.0,1,1,0.0,0.0,1.0
106-100-5636,100,5636,2018-04-24 09:30:00,2018-05-10 09:30:00,AB LS N. Jablon,Celková nabídka účastníka,41137.926,43878.0,EUR,4,3.0,6513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,1,1,43878.0,43878.0,-0.06660700396028717
106-100-5888,100,5888,2018-07-31 09:00:00,2018-08-14 09:00:00,Chata Danová - ,Celková nabídka účastníka,25121.173,26152.9216,EUR,1,3.0,6513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,2,2,70030.9216,70030.9216,-0.04107087674608199
106-100-6083,100,6083,2018-11-19 08:30:00,2018-11-27 08:30:00,AB LS Humenné -,Celková nabídka účastníka,14971.0,14751.9108,EUR,2,3.0,6513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,3,3,84782.8324,84782.8324,0.014634239529757554
106-100-6316,100,6316,2019-03-22 14:00:00,2019-03-28 14:00:00,Oprava spevnený,Celková nabídka účastníka,50809.0451,49781.02480000001,EUR,1,3.0,6513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,4,4,134563.8572,134563.8572,0.0202330175262435
106-100-6532,100,6532,2019-07-23 10:00:00,2019-07-31 10:00:00,Hájenka N. Jabl,Celková nabídka účastníka,31594.36,28445.0425,EUR,4,3.0,6513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,5,5,163008.8997,163008.8997,0.09967973714295845
106-100-6876,100,6876,2020-03-13 08:30:00,2020-03-23 10:30:00,Robotnícka ubik,Celková nabídka účastníka,31496.419500000004,28354.6617,EUR,4,3.0,6513,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,6,6,191363.5614,191363.5614,0.09974968107089133
106-100-5839,100,5839,2018-06-25 14:00:00,2018-07-02 10:00:00,ES Radvaň - opr,Celková nabídka účastníka,11270.148699999998,11938.874199999998,EUR,2,3.0,7704,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,7,1,203302.4356,11938.874199999998,-0.05933599616125745
106-100-5980,100,5980,2018-09-13 09:00:00,2018-09-21 09:00:00,Kompostáreň Psi,Celková nabídka účastníka,20865.052,20458.7355,EUR,1,1.0,9828,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,8,1,223761.1711,20458.7355,0.01947354360775141
106-100-6027,100,6027,2018-10-09 11:00:00,2018-10-17 11:00:00,Rob. prístrešok,Celková nabídka účastníka,13911.264,15144.2445,EUR,3,3.0,9828,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,9,2,238905.4156,35602.98,-0.08863180944592824
106-100-6341,100,6341,2019-04-04 08:00:00,2019-04-16 08:00:00,Sklad PHM - opr,Celková nabídka účastníka,7841.174400000001,8444.644,EUR,2,2.0,9828,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,2.0,0,Slovenská republika,0.1,10,3,247350.0596,44047.624,-0.07696163472655312
106-100-6835,100,6835,2020-02-18 08:00:00,2020-02-26 10:00:00,Vrátnica pri OZ,Celková nabídka účastníka,15357.32,15780.695,EUR,3,3.0,9828,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,11,4,263130.7546,59828.319,-0.02756828665418185
106-100-5719,100,5719,2018-06-07 14:00:00,2018-06-19 14:00:00,Hájenka Pakosto,Celková nabídka účastníka,21947.9161,21199.193400000004,EUR,1,1.0,9829,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,1.0,0,Slovenská republika,0.1,12,1,284329.94800000003,21199.193400000004,0.03411361227137163
106-100-6531,100,6531,2019-07-23 10:00:00,2019-07-31 10:00:00,Hospodárska bud,Celková nabídka účastníka,26646.72,24296.283000000003,EUR,3,3.0,9915,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,13,1,308626.231,24296.283000000003,0.08820736661022437
106-100-6530,100,6530,2019-07-23 10:00:00,2019-07-31 10:00:00,Maštaľ N. Jablo,Celková nabídka účastníka,5105.17,5325.528,EUR,1,3.0,9915,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,14,2,313951.759,29621.811,-0.04316369484267912
106-100-6541,100,6541,2019-07-31 11:00:00,2019-08-08 11:00:00,Maštaľ N. Jablo,Celková nabídka účastníka,5207.2734,4989.0,EUR,1,3.0,9915,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,3.0,0,Slovenská republika,0.1,15,3,318940.759,34610.811,0.041917023216027034
